warning: `VIRTUAL_ENV=d:\Revi\Research Projects\.venv` does not match the project environment path `.venv` and will be ignored
Vocab size: 8,192
Model config: {'sequence_len': 256, 'vocab_size': 8192, 'n_layer': 10, 'n_head': 10, 'n_kv_head': 1, 'n_embd': 640, 'window_pattern': 'L'}
Parameter counts:
  wte                     : 5,242,880
  value_embeds            : 0
  lm_head                 : 5,242,880
  transformer_matrices    : 15,564,800
  scalars                 : 20
  total                   : 26,050,580
Estimated FLOPs per token: 1.445069e+08
Scaling AdamW LRs by 1/sqrt(640/768) = 1.000000
Time budget: 300s
Gradient accumulation steps: 1

step 00000 (0.0%) | loss: 9.012065 | lrm: 0.00 | dt: 7241ms | tok/sec: 282 | mfu: 0.9% | epoch: 1 | remaining: 300s    
step 00001 (0.0%) | loss: 9.011950 | lrm: 0.00 | dt: 1245ms | tok/sec: 1,644 | mfu: 5.2% | epoch: 1 | remaining: 300s    
step 00002 (0.0%) | loss: 9.011543 | lrm: 0.00 | dt: 1246ms | tok/sec: 1,643 | mfu: 5.2% | epoch: 1 | remaining: 300s    
step 00003 (0.0%) | loss: 9.011477 | lrm: 0.00 | dt: 1252ms | tok/sec: 1,635 | mfu: 5.1% | epoch: 1 | remaining: 300s    
step 00004 (0.0%) | loss: 9.011570 | lrm: 0.00 | dt: 1239ms | tok/sec: 1,653 | mfu: 5.2% | epoch: 1 | remaining: 300s    
step 00005 (0.0%) | loss: 9.011425 | lrm: 0.00 | dt: 1251ms | tok/sec: 1,637 | mfu: 5.1% | epoch: 1 | remaining: 300s    
step 00006 (0.0%) | loss: 9.011465 | lrm: 0.00 | dt: 1244ms | tok/sec: 1,645 | mfu: 5.2% | epoch: 1 | remaining: 300s    
step 00007 (0.0%) | loss: 9.011418 | lrm: 0.00 | dt: 1249ms | tok/sec: 1,640 | mfu: 5.2% | epoch: 1 | remaining: 300s    
step 00008 (0.0%) | loss: 9.011508 | lrm: 0.00 | dt: 1239ms | tok/sec: 1,653 | mfu: 5.2% | epoch: 1 | remaining: 300s    
step 00009 (0.0%) | loss: 9.011385 | lrm: 0.00 | dt: 1249ms | tok/sec: 1,639 | mfu: 5.2% | epoch: 1 | remaining: 300s    
step 00010 (0.0%) | loss: 9.011353 | lrm: 0.00 | dt: 1246ms | tok/sec: 1,643 | mfu: 5.2% | epoch: 1 | remaining: 300s    
step 00011 (0.0%) | loss: 9.011261 | lrm: 0.00 | dt: 1247ms | tok/sec: 1,642 | mfu: 5.2% | epoch: 1 | remaining: 299s    
step 00012 (0.4%) | loss: 9.011213 | lrm: 0.83 | dt: 1245ms | tok/sec: 1,645 | mfu: 5.2% | epoch: 1 | remaining: 298s    
step 00013 (0.8%) | loss: 8.982626 | lrm: 1.00 | dt: 1239ms | tok/sec: 1,652 | mfu: 5.2% | epoch: 1 | remaining: 296s    
step 00014 (1.2%) | loss: 8.912735 | lrm: 1.00 | dt: 1244ms | tok/sec: 1,646 | mfu: 5.2% | epoch: 1 | remaining: 295s    
step 00033 (9.3%) | loss: 9.991361 | lrm: 0.98 | dt: 1320ms | tok/sec: 1,551 | mfu: 4.9% | epoch: 1 | remaining: 271s    
step 00034 (9.7%) | loss: 9.820774 | lrm: 0.98 | dt: 1293ms | tok/sec: 1,584 | mfu: 5.0% | epoch: 1 | remaining: 270s    
step 00035 (10.2%) | loss: 9.688475 | lrm: 0.98 | dt: 1307ms | tok/sec: 1,566 | mfu: 4.9% | epoch: 1 | remaining: 268s    
step 00036 (10.6%) | loss: 9.545780 | lrm: 0.98 | dt: 1293ms | tok/sec: 1,584 | mfu: 5.0% | epoch: 1 | remaining: 267s    
step 00037 (11.0%) | loss: 9.391015 | lrm: 0.98 | dt: 1328ms | tok/sec: 1,541 | mfu: 4.8% | epoch: 1 | remaining: 266s    
step 00038 (11.5%) | loss: 9.272337 | lrm: 0.97 | dt: 1315ms | tok/sec: 1,557 | mfu: 4.9% | epoch: 1 | remaining: 264s    
step 00039 (11.9%) | loss: 9.148974 | lrm: 0.97 | dt: 1352ms | tok/sec: 1,514 | mfu: 4.8% | epoch: 1 | remaining: 263s    
step 00040 (12.4%) | loss: 9.027754 | lrm: 0.97 | dt: 1324ms | tok/sec: 1,546 | mfu: 4.9% | epoch: 1 | remaining: 262s    
step 00041 (12.8%) | loss: 8.909374 | lrm: 0.97 | dt: 1340ms | tok/sec: 1,528 | mfu: 4.8% | epoch: 1 | remaining: 260s    
step 00042 (13.3%) | loss: 8.792521 | lrm: 0.97 | dt: 1366ms | tok/sec: 1,499 | mfu: 4.7% | epoch: 1 | remaining: 259s    
step 00043 (13.7%) | loss: 8.666360 | lrm: 0.96 | dt: 1328ms | tok/sec: 1,542 | mfu: 4.8% | epoch: 1 | remaining: 258s    
step 00044 (14.2%) | loss: 8.578737 | lrm: 0.96 | dt: 1324ms | tok/sec: 1,546 | mfu: 4.9% | epoch: 1 | remaining: 256s    
step 00045 (14.6%) | loss: 8.466309 | lrm: 0.96 | dt: 1344ms | tok/sec: 1,524 | mfu: 4.8% | epoch: 1 | remaining: 255s    
step 00046 (15.0%) | loss: 8.404960 | lrm: 0.96 | dt: 1333ms | tok/sec: 1,535 | mfu: 4.8% | epoch: 1 | remaining: 254s    
step 00047 (15.5%) | loss: 8.314457 | lrm: 0.95 | dt: 1373ms | tok/sec: 1,491 | mfu: 4.7% | epoch: 1 | remaining: 252s    
step 00048 (15.9%) | loss: 8.235169 | lrm: 0.95 | dt: 1354ms | tok/sec: 1,512 | mfu: 4.7% | epoch: 1 | remaining: 251s    
step 00049 (16.4%) | loss: 8.150005 | lrm: 0.95 | dt: 1351ms | tok/sec: 1,515 | mfu: 4.8% | epoch: 1 | remaining: 249s    
step 00050 (16.8%) | loss: 8.122368 | lrm: 0.94 | dt: 1360ms | tok/sec: 1,506 | mfu: 4.7% | epoch: 1 | remaining: 248s    
step 00051 (17.3%) | loss: 8.060079 | lrm: 0.94 | dt: 1370ms | tok/sec: 1,495 | mfu: 4.7% | epoch: 1 | remaining: 247s    
step 00052 (17.8%) | loss: 8.002211 | lrm: 0.94 | dt: 1351ms | tok/sec: 1,515 | mfu: 4.8% | epoch: 1 | remaining: 245s    
step 00053 (18.2%) | loss: 7.935315 | lrm: 0.94 | dt: 1368ms | tok/sec: 1,497 | mfu: 4.7% | epoch: 1 | remaining: 244s    
step 00054 (18.7%) | loss: 7.862624 | lrm: 0.93 | dt: 1394ms | tok/sec: 1,469 | mfu: 4.6% | epoch: 1 | remaining: 243s    
step 00055 (19.1%) | loss: 7.837871 | lrm: 0.93 | dt: 1396ms | tok/sec: 1,467 | mfu: 4.6% | epoch: 1 | remaining: 241s    
step 00056 (19.6%) | loss: 7.814593 | lrm: 0.93 | dt: 1391ms | tok/sec: 1,471 | mfu: 4.6% | epoch: 1 | remaining: 240s    
step 00057 (20.1%) | loss: 7.799354 | lrm: 0.92 | dt: 1400ms | tok/sec: 1,462 | mfu: 4.6% | epoch: 1 | remaining: 238s    
step 00058 (20.5%) | loss: 7.741475 | lrm: 0.92 | dt: 1385ms | tok/sec: 1,478 | mfu: 4.6% | epoch: 1 | remaining: 237s    
step 00059 (21.0%) | loss: 7.727237 | lrm: 0.91 | dt: 1399ms | tok/sec: 1,463 | mfu: 4.6% | epoch: 1 | remaining: 236s    
step 00060 (21.4%) | loss: 7.711832 | lrm: 0.91 | dt: 1396ms | tok/sec: 1,467 | mfu: 4.6% | epoch: 1 | remaining: 234s    
step 00061 (21.9%) | loss: 7.685132 | lrm: 0.91 | dt: 1398ms | tok/sec: 1,465 | mfu: 4.6% | epoch: 1 | remaining: 233s    
step 00062 (22.4%) | loss: 7.639032 | lrm: 0.90 | dt: 1402ms | tok/sec: 1,460 | mfu: 4.6% | epoch: 1 | remaining: 231s    
step 00063 (22.8%) | loss: 7.609044 | lrm: 0.90 | dt: 1390ms | tok/sec: 1,473 | mfu: 4.6% | epoch: 1 | remaining: 230s    
step 00064 (23.3%) | loss: 7.593464 | lrm: 0.89 | dt: 1408ms | tok/sec: 1,454 | mfu: 4.6% | epoch: 1 | remaining: 229s    
step 00065 (23.8%) | loss: 7.551649 | lrm: 0.89 | dt: 1391ms | tok/sec: 1,472 | mfu: 4.6% | epoch: 1 | remaining: 227s    
step 00066 (24.2%) | loss: 7.493118 | lrm: 0.89 | dt: 1395ms | tok/sec: 1,468 | mfu: 4.6% | epoch: 1 | remaining: 226s    
step 00067 (24.7%) | loss: 7.454172 | lrm: 0.88 | dt: 1408ms | tok/sec: 1,454 | mfu: 4.6% | epoch: 1 | remaining: 224s    
step 00068 (25.2%) | loss: 7.414533 | lrm: 0.88 | dt: 1406ms | tok/sec: 1,456 | mfu: 4.6% | epoch: 1 | remaining: 223s    
step 00069 (25.6%) | loss: 7.396523 | lrm: 0.87 | dt: 1386ms | tok/sec: 1,477 | mfu: 4.6% | epoch: 1 | remaining: 222s    
step 00070 (26.1%) | loss: 7.354969 | lrm: 0.87 | dt: 1417ms | tok/sec: 1,445 | mfu: 4.5% | epoch: 1 | remaining: 220s    
step 00071 (26.6%) | loss: 7.319061 | lrm: 0.86 | dt: 1446ms | tok/sec: 1,416 | mfu: 4.5% | epoch: 1 | remaining: 219s    
step 00072 (27.1%) | loss: 7.266901 | lrm: 0.86 | dt: 1434ms | tok/sec: 1,427 | mfu: 4.5% | epoch: 1 | remaining: 217s    
step 00073 (27.5%) | loss: 7.243005 | lrm: 0.85 | dt: 1428ms | tok/sec: 1,433 | mfu: 4.5% | epoch: 1 | remaining: 216s    
step 00074 (28.0%) | loss: 7.203310 | lrm: 0.85 | dt: 1439ms | tok/sec: 1,423 | mfu: 4.5% | epoch: 1 | remaining: 215s    
step 00075 (28.5%) | loss: 7.183150 | lrm: 0.84 | dt: 1439ms | tok/sec: 1,423 | mfu: 4.5% | epoch: 1 | remaining: 213s    
step 00076 (29.0%) | loss: 7.150537 | lrm: 0.84 | dt: 1433ms | tok/sec: 1,428 | mfu: 4.5% | epoch: 1 | remaining: 212s    
step 00077 (29.5%) | loss: 7.123506 | lrm: 0.83 | dt: 1422ms | tok/sec: 1,440 | mfu: 4.5% | epoch: 1 | remaining: 210s    
step 00078 (29.9%) | loss: 7.098061 | lrm: 0.83 | dt: 1458ms | tok/sec: 1,404 | mfu: 4.4% | epoch: 1 | remaining: 209s    
step 00079 (30.4%) | loss: 7.071021 | lrm: 0.82 | dt: 1432ms | tok/sec: 1,430 | mfu: 4.5% | epoch: 1 | remaining: 207s    
step 00080 (30.9%) | loss: 7.048156 | lrm: 0.82 | dt: 1446ms | tok/sec: 1,415 | mfu: 4.4% | epoch: 1 | remaining: 206s    
step 00081 (31.4%) | loss: 7.041441 | lrm: 0.81 | dt: 1430ms | tok/sec: 1,432 | mfu: 4.5% | epoch: 1 | remaining: 204s    
step 00082 (31.8%) | loss: 7.032381 | lrm: 0.81 | dt: 1438ms | tok/sec: 1,424 | mfu: 4.5% | epoch: 1 | remaining: 203s    
step 00083 (32.3%) | loss: 7.028698 | lrm: 0.80 | dt: 1440ms | tok/sec: 1,422 | mfu: 4.5% | epoch: 1 | remaining: 202s    
step 00084 (32.8%) | loss: 7.012358 | lrm: 0.80 | dt: 1500ms | tok/sec: 1,365 | mfu: 4.3% | epoch: 1 | remaining: 200s    
step 00085 (33.3%) | loss: 6.999079 | lrm: 0.79 | dt: 1481ms | tok/sec: 1,382 | mfu: 4.3% | epoch: 1 | remaining: 199s    
step 00086 (33.8%) | loss: 6.984798 | lrm: 0.79 | dt: 1483ms | tok/sec: 1,380 | mfu: 4.3% | epoch: 1 | remaining: 197s    
step 00087 (34.3%) | loss: 6.971264 | lrm: 0.78 | dt: 1487ms | tok/sec: 1,377 | mfu: 4.3% | epoch: 1 | remaining: 196s    
step 00088 (34.8%) | loss: 6.966315 | lrm: 0.77 | dt: 1485ms | tok/sec: 1,379 | mfu: 4.3% | epoch: 1 | remaining: 194s    
step 00089 (35.3%) | loss: 6.955721 | lrm: 0.77 | dt: 1480ms | tok/sec: 1,383 | mfu: 4.3% | epoch: 1 | remaining: 193s    
step 00090 (35.8%) | loss: 6.943292 | lrm: 0.76 | dt: 1493ms | tok/sec: 1,372 | mfu: 4.3% | epoch: 1 | remaining: 191s    
step 00091 (36.3%) | loss: 6.923433 | lrm: 0.76 | dt: 1493ms | tok/sec: 1,371 | mfu: 4.3% | epoch: 1 | remaining: 190s    
step 00092 (36.8%) | loss: 6.915799 | lrm: 0.75 | dt: 1489ms | tok/sec: 1,375 | mfu: 4.3% | epoch: 1 | remaining: 188s    
step 00093 (37.3%) | loss: 6.899644 | lrm: 0.74 | dt: 1487ms | tok/sec: 1,377 | mfu: 4.3% | epoch: 1 | remaining: 187s    
step 00094 (37.8%) | loss: 6.859892 | lrm: 0.74 | dt: 1493ms | tok/sec: 1,371 | mfu: 4.3% | epoch: 1 | remaining: 185s    
step 00095 (38.3%) | loss: 6.848425 | lrm: 0.73 | dt: 1493ms | tok/sec: 1,371 | mfu: 4.3% | epoch: 1 | remaining: 184s    
step 00096 (38.8%) | loss: 6.834828 | lrm: 0.73 | dt: 1481ms | tok/sec: 1,382 | mfu: 4.3% | epoch: 1 | remaining: 182s    
step 00097 (39.3%) | loss: 6.807401 | lrm: 0.72 | dt: 1487ms | tok/sec: 1,377 | mfu: 4.3% | epoch: 1 | remaining: 181s    
step 00098 (39.8%) | loss: 6.820401 | lrm: 0.71 | dt: 1501ms | tok/sec: 1,364 | mfu: 4.3% | epoch: 1 | remaining: 179s    
step 00099 (40.3%) | loss: 6.787178 | lrm: 0.71 | dt: 1480ms | tok/sec: 1,384 | mfu: 4.3% | epoch: 1 | remaining: 178s    
step 00100 (40.7%) | loss: 6.779120 | lrm: 0.70 | dt: 1504ms | tok/sec: 1,362 | mfu: 4.3% | epoch: 1 | remaining: 176s    
step 00101 (41.2%) | loss: 6.743664 | lrm: 0.69 | dt: 1498ms | tok/sec: 1,366 | mfu: 4.3% | epoch: 1 | remaining: 175s    
step 00102 (41.7%) | loss: 6.719049 | lrm: 0.69 | dt: 1499ms | tok/sec: 1,366 | mfu: 4.3% | epoch: 1 | remaining: 173s    
step 00103 (42.2%) | loss: 6.714461 | lrm: 0.68 | dt: 1492ms | tok/sec: 1,372 | mfu: 4.3% | epoch: 1 | remaining: 172s    
step 00104 (42.7%) | loss: 6.686668 | lrm: 0.67 | dt: 1493ms | tok/sec: 1,371 | mfu: 4.3% | epoch: 1 | remaining: 170s    
step 00105 (43.2%) | loss: 6.658465 | lrm: 0.67 | dt: 1498ms | tok/sec: 1,367 | mfu: 4.3% | epoch: 1 | remaining: 169s    
step 00106 (43.7%) | loss: 6.646181 | lrm: 0.66 | dt: 1501ms | tok/sec: 1,364 | mfu: 4.3% | epoch: 1 | remaining: 167s    
step 00107 (44.2%) | loss: 6.646088 | lrm: 0.66 | dt: 1487ms | tok/sec: 1,376 | mfu: 4.3% | epoch: 1 | remaining: 166s    
step 00108 (44.7%) | loss: 6.644344 | lrm: 0.65 | dt: 1503ms | tok/sec: 1,362 | mfu: 4.3% | epoch: 1 | remaining: 164s    
step 00109 (45.2%) | loss: 6.625450 | lrm: 0.64 | dt: 1499ms | tok/sec: 1,366 | mfu: 4.3% | epoch: 1 | remaining: 163s    
step 00110 (45.7%) | loss: 6.595426 | lrm: 0.64 | dt: 1586ms | tok/sec: 1,291 | mfu: 4.1% | epoch: 1 | remaining: 161s    
step 00111 (46.3%) | loss: 6.596256 | lrm: 0.63 | dt: 1597ms | tok/sec: 1,282 | mfu: 4.0% | epoch: 1 | remaining: 160s    
step 00112 (46.8%) | loss: 6.565977 | lrm: 0.62 | dt: 1597ms | tok/sec: 1,282 | mfu: 4.0% | epoch: 1 | remaining: 158s    
step 00113 (47.3%) | loss: 6.553079 | lrm: 0.61 | dt: 1592ms | tok/sec: 1,286 | mfu: 4.0% | epoch: 1 | remaining: 156s    
step 00114 (47.9%) | loss: 6.539726 | lrm: 0.61 | dt: 1591ms | tok/sec: 1,287 | mfu: 4.0% | epoch: 1 | remaining: 155s    
step 00115 (48.4%) | loss: 6.507675 | lrm: 0.60 | dt: 1565ms | tok/sec: 1,308 | mfu: 4.1% | epoch: 1 | remaining: 153s    
step 00116 (48.9%) | loss: 6.500345 | lrm: 0.59 | dt: 1595ms | tok/sec: 1,284 | mfu: 4.0% | epoch: 1 | remaining: 152s    
step 00117 (49.4%) | loss: 6.506974 | lrm: 0.59 | dt: 1554ms | tok/sec: 1,317 | mfu: 4.1% | epoch: 1 | remaining: 150s    
step 00118 (50.0%) | loss: 6.509459 | lrm: 0.58 | dt: 1603ms | tok/sec: 1,277 | mfu: 4.0% | epoch: 1 | remaining: 149s    
step 00119 (50.5%) | loss: 6.518923 | lrm: 0.57 | dt: 1591ms | tok/sec: 1,287 | mfu: 4.0% | epoch: 1 | remaining: 147s    
step 00120 (51.0%) | loss: 6.516881 | lrm: 0.56 | dt: 1516ms | tok/sec: 1,351 | mfu: 4.2% | epoch: 1 | remaining: 145s    
step 00121 (51.5%) | loss: 6.495624 | lrm: 0.56 | dt: 1546ms | tok/sec: 1,324 | mfu: 4.2% | epoch: 1 | remaining: 144s    
step 00122 (52.0%) | loss: 6.513398 | lrm: 0.55 | dt: 1594ms | tok/sec: 1,285 | mfu: 4.0% | epoch: 1 | remaining: 142s    
step 00123 (52.6%) | loss: 6.503070 | lrm: 0.54 | dt: 1593ms | tok/sec: 1,285 | mfu: 4.0% | epoch: 1 | remaining: 141s    
step 00124 (53.1%) | loss: 6.494599 | lrm: 0.54 | dt: 1590ms | tok/sec: 1,288 | mfu: 4.0% | epoch: 1 | remaining: 139s    
step 00125 (53.6%) | loss: 6.497901 | lrm: 0.53 | dt: 1594ms | tok/sec: 1,284 | mfu: 4.0% | epoch: 1 | remaining: 137s    
step 00126 (54.2%) | loss: 6.502766 | lrm: 0.52 | dt: 1589ms | tok/sec: 1,289 | mfu: 4.0% | epoch: 1 | remaining: 136s    
step 00127 (54.7%) | loss: 6.496716 | lrm: 0.52 | dt: 1592ms | tok/sec: 1,286 | mfu: 4.0% | epoch: 1 | remaining: 134s    
step 00128 (55.2%) | loss: 6.508296 | lrm: 0.51 | dt: 1593ms | tok/sec: 1,285 | mfu: 4.0% | epoch: 1 | remaining: 133s    
step 00129 (55.8%) | loss: 6.485380 | lrm: 0.50 | dt: 1580ms | tok/sec: 1,295 | mfu: 4.1% | epoch: 1 | remaining: 131s    
step 00130 (56.3%) | loss: 6.473399 | lrm: 0.49 | dt: 1605ms | tok/sec: 1,275 | mfu: 4.0% | epoch: 1 | remaining: 130s    
step 00131 (56.8%) | loss: 6.472276 | lrm: 0.49 | dt: 1597ms | tok/sec: 1,282 | mfu: 4.0% | epoch: 1 | remaining: 128s    
step 00132 (57.4%) | loss: 6.447541 | lrm: 0.48 | dt: 1590ms | tok/sec: 1,287 | mfu: 4.0% | epoch: 1 | remaining: 126s    
step 00133 (57.9%) | loss: 6.425597 | lrm: 0.47 | dt: 1588ms | tok/sec: 1,289 | mfu: 4.1% | epoch: 1 | remaining: 125s    
step 00134 (58.4%) | loss: 6.408852 | lrm: 0.47 | dt: 1595ms | tok/sec: 1,283 | mfu: 4.0% | epoch: 1 | remaining: 123s    
step 00135 (58.9%) | loss: 6.400919 | lrm: 0.46 | dt: 1590ms | tok/sec: 1,287 | mfu: 4.0% | epoch: 1 | remaining: 122s    
step 00136 (59.5%) | loss: 6.403236 | lrm: 0.45 | dt: 1588ms | tok/sec: 1,289 | mfu: 4.1% | epoch: 1 | remaining: 120s    
step 00137 (60.0%) | loss: 6.395234 | lrm: 0.45 | dt: 1598ms | tok/sec: 1,281 | mfu: 4.0% | epoch: 1 | remaining: 118s    
step 00138 (60.5%) | loss: 6.355033 | lrm: 0.44 | dt: 1578ms | tok/sec: 1,297 | mfu: 4.1% | epoch: 1 | remaining: 117s    
step 00139 (61.1%) | loss: 6.358795 | lrm: 0.43 | dt: 1603ms | tok/sec: 1,277 | mfu: 4.0% | epoch: 1 | remaining: 115s    
step 00140 (61.6%) | loss: 6.335166 | lrm: 0.43 | dt: 1594ms | tok/sec: 1,284 | mfu: 4.0% | epoch: 1 | remaining: 114s    
step 00141 (62.1%) | loss: 6.330374 | lrm: 0.42 | dt: 1578ms | tok/sec: 1,297 | mfu: 4.1% | epoch: 1 | remaining: 112s    
step 00142 (62.7%) | loss: 6.324351 | lrm: 0.41 | dt: 1605ms | tok/sec: 1,276 | mfu: 4.0% | epoch: 1 | remaining: 110s    
step 00143 (63.2%) | loss: 6.302871 | lrm: 0.41 | dt: 1596ms | tok/sec: 1,283 | mfu: 4.0% | epoch: 1 | remaining: 109s    
step 00144 (63.7%) | loss: 6.283495 | lrm: 0.40 | dt: 1592ms | tok/sec: 1,286 | mfu: 4.0% | epoch: 1 | remaining: 107s    
step 00145 (64.3%) | loss: 6.295052 | lrm: 0.39 | dt: 1595ms | tok/sec: 1,283 | mfu: 4.0% | epoch: 1 | remaining: 106s    
step 00146 (64.8%) | loss: 6.294201 | lrm: 0.39 | dt: 1581ms | tok/sec: 1,295 | mfu: 4.1% | epoch: 1 | remaining: 104s    
step 00147 (65.3%) | loss: 6.291186 | lrm: 0.38 | dt: 1601ms | tok/sec: 1,279 | mfu: 4.0% | epoch: 1 | remaining: 102s    
step 00148 (65.8%) | loss: 6.275868 | lrm: 0.37 | dt: 1594ms | tok/sec: 1,285 | mfu: 4.0% | epoch: 1 | remaining: 101s    
step 00149 (66.4%) | loss: 6.276307 | lrm: 0.37 | dt: 1586ms | tok/sec: 1,291 | mfu: 4.1% | epoch: 1 | remaining: 99s    
step 00150 (66.9%) | loss: 6.264568 | lrm: 0.36 | dt: 1607ms | tok/sec: 1,274 | mfu: 4.0% | epoch: 1 | remaining: 98s    
step 00151 (67.4%) | loss: 6.259864 | lrm: 0.36 | dt: 1588ms | tok/sec: 1,289 | mfu: 4.1% | epoch: 1 | remaining: 96s    
