warning: `VIRTUAL_ENV=d:\Revi\Research Projects\.venv` does not match the project environment path `.venv` and will be ignored
W0419 12:49:40.468000 23548 .venv\Lib\site-packages\torch\_inductor\utils.py:1613] [1/1] Not enough SMs to use max_autotune_gemm mode
Vocab size: 8,192
Model config: {'sequence_len': 256, 'vocab_size': 8192, 'n_layer': 9, 'n_head': 9, 'n_kv_head': 1, 'n_embd': 576, 'window_pattern': 'L'}
Parameter counts:
  wte                     : 4,718,592
  value_embeds            : 0
  lm_head                 : 4,718,592
  transformer_matrices    : 11,943,936
  scalars                 : 18
  total                   : 21,381,138
Estimated FLOPs per token: 1.159004e+08
Scaling AdamW LRs by 1/sqrt(576/768) = 1.000000
Time budget: 360s (extended from 300s for current hardware)
Gradient accumulation steps: 1

step 00000 (0.0%) | loss: 9.010979 | lrm: 0.00 | dt: 13725ms | tok/sec: 149 | mfu: 0.4% | epoch: 1 | remaining: 360s    
step 00001 (0.0%) | loss: 9.010918 | lrm: 0.00 | dt: 967ms | tok/sec: 2,117 | mfu: 5.3% | epoch: 1 | remaining: 360s    
step 00002 (0.0%) | loss: 9.010958 | lrm: 0.00 | dt: 972ms | tok/sec: 2,107 | mfu: 5.3% | epoch: 1 | remaining: 360s    
step 00003 (0.0%) | loss: 9.011101 | lrm: 0.00 | dt: 968ms | tok/sec: 2,114 | mfu: 5.3% | epoch: 1 | remaining: 360s    
step 00004 (0.0%) | loss: 9.010822 | lrm: 0.00 | dt: 968ms | tok/sec: 2,116 | mfu: 5.3% | epoch: 1 | remaining: 360s    
step 00005 (0.0%) | loss: 9.010604 | lrm: 0.00 | dt: 968ms | tok/sec: 2,116 | mfu: 5.3% | epoch: 1 | remaining: 360s    
step 00006 (0.0%) | loss: 9.010598 | lrm: 0.00 | dt: 968ms | tok/sec: 2,114 | mfu: 5.3% | epoch: 1 | remaining: 360s    
step 00007 (0.0%) | loss: 9.010555 | lrm: 0.00 | dt: 971ms | tok/sec: 2,108 | mfu: 5.3% | epoch: 1 | remaining: 360s    
step 00008 (0.0%) | loss: 9.010800 | lrm: 0.00 | dt: 968ms | tok/sec: 2,115 | mfu: 5.3% | epoch: 1 | remaining: 360s    
step 00009 (0.0%) | loss: 9.011002 | lrm: 0.00 | dt: 968ms | tok/sec: 2,115 | mfu: 5.3% | epoch: 1 | remaining: 360s    
step 00010 (0.0%) | loss: 9.011006 | lrm: 0.00 | dt: 967ms | tok/sec: 2,117 | mfu: 5.3% | epoch: 1 | remaining: 360s    
step 00011 (0.0%) | loss: 9.011078 | lrm: 0.00 | dt: 969ms | tok/sec: 2,114 | mfu: 5.3% | epoch: 1 | remaining: 359s    
step 00012 (0.3%) | loss: 9.010999 | lrm: 0.54 | dt: 968ms | tok/sec: 2,115 | mfu: 5.3% | epoch: 1 | remaining: 358s    
step 00013 (0.5%) | loss: 8.991740 | lrm: 1.00 | dt: 970ms | tok/sec: 2,110 | mfu: 5.3% | epoch: 1 | remaining: 357s    
step 00014 (0.8%) | loss: 8.927208 | lrm: 1.00 | dt: 968ms | tok/sec: 2,115 | mfu: 5.3% | epoch: 1 | remaining: 356s    
step 00015 (1.1%) | loss: 8.820422 | lrm: 1.00 | dt: 969ms | tok/sec: 2,113 | mfu: 5.3% | epoch: 1 | remaining: 355s    
step 00036 (6.7%) | loss: 10.266296 | lrm: 0.99 | dt: 966ms | tok/sec: 2,120 | mfu: 5.3% | epoch: 1 | remaining: 335s    
step 00037 (7.0%) | loss: 10.110702 | lrm: 0.99 | dt: 966ms | tok/sec: 2,119 | mfu: 5.3% | epoch: 1 | remaining: 334s    
step 00038 (7.3%) | loss: 9.951715 | lrm: 0.99 | dt: 967ms | tok/sec: 2,118 | mfu: 5.3% | epoch: 1 | remaining: 333s    
step 00039 (7.5%) | loss: 9.753918 | lrm: 0.99 | dt: 967ms | tok/sec: 2,118 | mfu: 5.3% | epoch: 1 | remaining: 332s    
step 00040 (7.8%) | loss: 9.593679 | lrm: 0.99 | dt: 966ms | tok/sec: 2,120 | mfu: 5.3% | epoch: 1 | remaining: 331s    
step 00041 (8.1%) | loss: 9.469313 | lrm: 0.99 | dt: 966ms | tok/sec: 2,119 | mfu: 5.3% | epoch: 1 | remaining: 330s    
step 00042 (8.4%) | loss: 9.366115 | lrm: 0.99 | dt: 966ms | tok/sec: 2,120 | mfu: 5.3% | epoch: 1 | remaining: 329s    
step 00043 (8.6%) | loss: 9.253903 | lrm: 0.99 | dt: 967ms | tok/sec: 2,117 | mfu: 5.3% | epoch: 1 | remaining: 328s    
step 00044 (8.9%) | loss: 9.128046 | lrm: 0.99 | dt: 966ms | tok/sec: 2,119 | mfu: 5.3% | epoch: 1 | remaining: 327s    
step 00045 (9.2%) | loss: 8.980103 | lrm: 0.98 | dt: 967ms | tok/sec: 2,118 | mfu: 5.3% | epoch: 1 | remaining: 326s    
step 00046 (9.4%) | loss: 8.900064 | lrm: 0.98 | dt: 967ms | tok/sec: 2,118 | mfu: 5.3% | epoch: 1 | remaining: 325s    
step 00047 (9.7%) | loss: 8.783561 | lrm: 0.98 | dt: 966ms | tok/sec: 2,120 | mfu: 5.3% | epoch: 1 | remaining: 324s    
step 00048 (10.0%) | loss: 8.687875 | lrm: 0.98 | dt: 971ms | tok/sec: 2,109 | mfu: 5.3% | epoch: 1 | remaining: 323s    
step 00049 (10.2%) | loss: 8.570543 | lrm: 0.98 | dt: 968ms | tok/sec: 2,114 | mfu: 5.3% | epoch: 1 | remaining: 322s    
step 00050 (10.5%) | loss: 8.510010 | lrm: 0.98 | dt: 978ms | tok/sec: 2,095 | mfu: 5.3% | epoch: 1 | remaining: 321s    
step 00051 (10.8%) | loss: 8.427730 | lrm: 0.98 | dt: 968ms | tok/sec: 2,115 | mfu: 5.3% | epoch: 1 | remaining: 320s    
step 00052 (11.0%) | loss: 8.353724 | lrm: 0.98 | dt: 966ms | tok/sec: 2,119 | mfu: 5.3% | epoch: 1 | remaining: 319s    
step 00053 (11.3%) | loss: 8.265553 | lrm: 0.98 | dt: 968ms | tok/sec: 2,115 | mfu: 5.3% | epoch: 1 | remaining: 318s    
step 00054 (11.6%) | loss: 8.157157 | lrm: 0.97 | dt: 967ms | tok/sec: 2,117 | mfu: 5.3% | epoch: 1 | remaining: 317s    
step 00055 (11.8%) | loss: 8.107415 | lrm: 0.97 | dt: 968ms | tok/sec: 2,116 | mfu: 5.3% | epoch: 1 | remaining: 316s    
step 00056 (12.1%) | loss: 8.056619 | lrm: 0.97 | dt: 966ms | tok/sec: 2,119 | mfu: 5.3% | epoch: 1 | remaining: 315s    
step 00057 (12.4%) | loss: 8.007131 | lrm: 0.97 | dt: 965ms | tok/sec: 2,121 | mfu: 5.3% | epoch: 1 | remaining: 314s    
step 00058 (12.7%) | loss: 7.923795 | lrm: 0.97 | dt: 965ms | tok/sec: 2,121 | mfu: 5.3% | epoch: 1 | remaining: 313s    
step 00059 (12.9%) | loss: 7.880544 | lrm: 0.97 | dt: 967ms | tok/sec: 2,118 | mfu: 5.3% | epoch: 1 | remaining: 313s    
step 00060 (13.2%) | loss: 7.844916 | lrm: 0.97 | dt: 984ms | tok/sec: 2,081 | mfu: 5.2% | epoch: 1 | remaining: 312s    
step 00061 (13.5%) | loss: 7.791476 | lrm: 0.96 | dt: 979ms | tok/sec: 2,092 | mfu: 5.3% | epoch: 1 | remaining: 311s    
step 00062 (13.7%) | loss: 7.720462 | lrm: 0.96 | dt: 967ms | tok/sec: 2,118 | mfu: 5.3% | epoch: 1 | remaining: 310s    
step 00063 (14.0%) | loss: 7.651568 | lrm: 0.96 | dt: 970ms | tok/sec: 2,112 | mfu: 5.3% | epoch: 1 | remaining: 309s    
step 00064 (14.3%) | loss: 7.620107 | lrm: 0.96 | dt: 967ms | tok/sec: 2,117 | mfu: 5.3% | epoch: 1 | remaining: 308s    
step 00065 (14.5%) | loss: 7.583803 | lrm: 0.96 | dt: 965ms | tok/sec: 2,122 | mfu: 5.3% | epoch: 1 | remaining: 307s    
step 00066 (14.8%) | loss: 7.533349 | lrm: 0.96 | dt: 966ms | tok/sec: 2,119 | mfu: 5.3% | epoch: 1 | remaining: 306s    
step 00067 (15.1%) | loss: 7.515493 | lrm: 0.96 | dt: 986ms | tok/sec: 2,077 | mfu: 5.2% | epoch: 1 | remaining: 305s    
step 00068 (15.4%) | loss: 7.484801 | lrm: 0.95 | dt: 1037ms | tok/sec: 1,974 | mfu: 5.0% | epoch: 1 | remaining: 304s    
step 00069 (15.6%) | loss: 7.464639 | lrm: 0.95 | dt: 974ms | tok/sec: 2,102 | mfu: 5.3% | epoch: 1 | remaining: 303s    
step 00070 (15.9%) | loss: 7.431227 | lrm: 0.95 | dt: 967ms | tok/sec: 2,118 | mfu: 5.3% | epoch: 1 | remaining: 302s    
step 00071 (16.2%) | loss: 7.395793 | lrm: 0.95 | dt: 966ms | tok/sec: 2,120 | mfu: 5.3% | epoch: 1 | remaining: 301s    
step 00072 (16.4%) | loss: 7.356602 | lrm: 0.95 | dt: 966ms | tok/sec: 2,120 | mfu: 5.3% | epoch: 1 | remaining: 300s    
step 00073 (16.7%) | loss: 7.350706 | lrm: 0.95 | dt: 972ms | tok/sec: 2,105 | mfu: 5.3% | epoch: 1 | remaining: 299s    
step 00074 (17.0%) | loss: 7.333919 | lrm: 0.94 | dt: 980ms | tok/sec: 2,088 | mfu: 5.3% | epoch: 1 | remaining: 298s    
step 00075 (17.3%) | loss: 7.325964 | lrm: 0.94 | dt: 990ms | tok/sec: 2,068 | mfu: 5.2% | epoch: 1 | remaining: 297s    
step 00076 (17.5%) | loss: 7.300337 | lrm: 0.94 | dt: 969ms | tok/sec: 2,113 | mfu: 5.3% | epoch: 1 | remaining: 296s    
step 00077 (17.8%) | loss: 7.269619 | lrm: 0.94 | dt: 985ms | tok/sec: 2,078 | mfu: 5.2% | epoch: 1 | remaining: 295s    
step 00078 (18.1%) | loss: 7.248041 | lrm: 0.94 | dt: 968ms | tok/sec: 2,116 | mfu: 5.3% | epoch: 1 | remaining: 294s    
step 00079 (18.3%) | loss: 7.228090 | lrm: 0.93 | dt: 967ms | tok/sec: 2,118 | mfu: 5.3% | epoch: 1 | remaining: 293s    
step 00080 (18.6%) | loss: 7.187296 | lrm: 0.93 | dt: 965ms | tok/sec: 2,122 | mfu: 5.3% | epoch: 1 | remaining: 292s    
step 00081 (18.9%) | loss: 7.170333 | lrm: 0.93 | dt: 965ms | tok/sec: 2,121 | mfu: 5.3% | epoch: 1 | remaining: 291s    
step 00082 (19.2%) | loss: 7.153395 | lrm: 0.93 | dt: 974ms | tok/sec: 2,101 | mfu: 5.3% | epoch: 1 | remaining: 290s    
step 00083 (19.4%) | loss: 7.155108 | lrm: 0.93 | dt: 973ms | tok/sec: 2,105 | mfu: 5.3% | epoch: 1 | remaining: 289s    
step 00084 (19.7%) | loss: 7.141978 | lrm: 0.92 | dt: 981ms | tok/sec: 2,088 | mfu: 5.3% | epoch: 1 | remaining: 288s    
step 00085 (20.0%) | loss: 7.127225 | lrm: 0.92 | dt: 967ms | tok/sec: 2,117 | mfu: 5.3% | epoch: 1 | remaining: 287s    
step 00086 (20.2%) | loss: 7.111516 | lrm: 0.92 | dt: 966ms | tok/sec: 2,119 | mfu: 5.3% | epoch: 1 | remaining: 286s    
step 00087 (20.5%) | loss: 7.091666 | lrm: 0.92 | dt: 966ms | tok/sec: 2,119 | mfu: 5.3% | epoch: 1 | remaining: 285s    
step 00088 (20.8%) | loss: 7.070362 | lrm: 0.92 | dt: 967ms | tok/sec: 2,118 | mfu: 5.3% | epoch: 1 | remaining: 284s    
step 00089 (21.0%) | loss: 7.051623 | lrm: 0.91 | dt: 967ms | tok/sec: 2,117 | mfu: 5.3% | epoch: 1 | remaining: 283s    
step 00090 (21.3%) | loss: 7.036044 | lrm: 0.91 | dt: 971ms | tok/sec: 2,109 | mfu: 5.3% | epoch: 1 | remaining: 282s    
step 00091 (21.6%) | loss: 7.000837 | lrm: 0.91 | dt: 966ms | tok/sec: 2,119 | mfu: 5.3% | epoch: 1 | remaining: 281s    
step 00092 (21.8%) | loss: 6.989995 | lrm: 0.91 | dt: 969ms | tok/sec: 2,114 | mfu: 5.3% | epoch: 1 | remaining: 280s    
step 00093 (22.1%) | loss: 6.972682 | lrm: 0.90 | dt: 967ms | tok/sec: 2,118 | mfu: 5.3% | epoch: 1 | remaining: 279s    
step 00094 (22.4%) | loss: 6.946359 | lrm: 0.90 | dt: 967ms | tok/sec: 2,118 | mfu: 5.3% | epoch: 1 | remaining: 278s    
step 00095 (22.7%) | loss: 6.940416 | lrm: 0.90 | dt: 967ms | tok/sec: 2,118 | mfu: 5.3% | epoch: 1 | remaining: 277s    
step 00096 (22.9%) | loss: 6.932724 | lrm: 0.90 | dt: 967ms | tok/sec: 2,118 | mfu: 5.3% | epoch: 1 | remaining: 277s    
step 00097 (23.2%) | loss: 6.900903 | lrm: 0.90 | dt: 969ms | tok/sec: 2,112 | mfu: 5.3% | epoch: 1 | remaining: 276s    
step 00098 (23.5%) | loss: 6.898666 | lrm: 0.89 | dt: 967ms | tok/sec: 2,118 | mfu: 5.3% | epoch: 1 | remaining: 275s    
step 00099 (23.7%) | loss: 6.863344 | lrm: 0.89 | dt: 968ms | tok/sec: 2,116 | mfu: 5.3% | epoch: 1 | remaining: 274s    
step 00100 (24.0%) | loss: 6.848409 | lrm: 0.89 | dt: 967ms | tok/sec: 2,116 | mfu: 5.3% | epoch: 1 | remaining: 273s    
step 00101 (24.3%) | loss: 6.806854 | lrm: 0.89 | dt: 966ms | tok/sec: 2,119 | mfu: 5.3% | epoch: 1 | remaining: 272s    
step 00102 (24.5%) | loss: 6.787088 | lrm: 0.88 | dt: 966ms | tok/sec: 2,120 | mfu: 5.3% | epoch: 1 | remaining: 271s    
step 00103 (24.8%) | loss: 6.786625 | lrm: 0.88 | dt: 966ms | tok/sec: 2,119 | mfu: 5.3% | epoch: 1 | remaining: 270s    
step 00104 (25.1%) | loss: 6.774048 | lrm: 0.88 | dt: 966ms | tok/sec: 2,119 | mfu: 5.3% | epoch: 1 | remaining: 269s    
step 00105 (25.3%) | loss: 6.756568 | lrm: 0.88 | dt: 970ms | tok/sec: 2,112 | mfu: 5.3% | epoch: 1 | remaining: 268s    
step 00106 (25.6%) | loss: 6.759642 | lrm: 0.87 | dt: 967ms | tok/sec: 2,116 | mfu: 5.3% | epoch: 1 | remaining: 267s    
step 00107 (25.9%) | loss: 6.773562 | lrm: 0.87 | dt: 967ms | tok/sec: 2,118 | mfu: 5.3% | epoch: 1 | remaining: 266s    
step 00108 (26.1%) | loss: 6.777373 | lrm: 0.87 | dt: 970ms | tok/sec: 2,110 | mfu: 5.3% | epoch: 1 | remaining: 265s    
step 00109 (26.4%) | loss: 6.757680 | lrm: 0.87 | dt: 967ms | tok/sec: 2,118 | mfu: 5.3% | epoch: 1 | remaining: 264s    
step 00110 (26.7%) | loss: 6.717459 | lrm: 0.86 | dt: 966ms | tok/sec: 2,119 | mfu: 5.3% | epoch: 1 | remaining: 263s    
step 00111 (26.9%) | loss: 6.709458 | lrm: 0.86 | dt: 968ms | tok/sec: 2,116 | mfu: 5.3% | epoch: 1 | remaining: 262s    
step 00112 (27.2%) | loss: 6.668362 | lrm: 0.86 | dt: 967ms | tok/sec: 2,118 | mfu: 5.3% | epoch: 1 | remaining: 261s    
step 00113 (27.5%) | loss: 6.650822 | lrm: 0.85 | dt: 967ms | tok/sec: 2,117 | mfu: 5.3% | epoch: 1 | remaining: 260s    
step 00114 (27.8%) | loss: 6.640869 | lrm: 0.85 | dt: 967ms | tok/sec: 2,117 | mfu: 5.3% | epoch: 1 | remaining: 259s    
step 00115 (28.0%) | loss: 6.610468 | lrm: 0.85 | dt: 969ms | tok/sec: 2,112 | mfu: 5.3% | epoch: 1 | remaining: 258s    
step 00116 (28.3%) | loss: 6.605688 | lrm: 0.85 | dt: 967ms | tok/sec: 2,118 | mfu: 5.3% | epoch: 1 | remaining: 257s    
step 00117 (28.6%) | loss: 6.608515 | lrm: 0.84 | dt: 969ms | tok/sec: 2,112 | mfu: 5.3% | epoch: 1 | remaining: 256s    
step 00118 (28.8%) | loss: 6.609736 | lrm: 0.84 | dt: 968ms | tok/sec: 2,115 | mfu: 5.3% | epoch: 1 | remaining: 255s    
step 00119 (29.1%) | loss: 6.611885 | lrm: 0.84 | dt: 967ms | tok/sec: 2,118 | mfu: 5.3% | epoch: 1 | remaining: 254s    
step 00120 (29.4%) | loss: 6.604807 | lrm: 0.84 | dt: 967ms | tok/sec: 2,118 | mfu: 5.3% | epoch: 1 | remaining: 253s    
step 00121 (29.6%) | loss: 6.582936 | lrm: 0.83 | dt: 968ms | tok/sec: 2,116 | mfu: 5.3% | epoch: 1 | remaining: 252s    
step 00122 (29.9%) | loss: 6.594572 | lrm: 0.83 | dt: 967ms | tok/sec: 2,117 | mfu: 5.3% | epoch: 1 | remaining: 251s    
step 00123 (30.2%) | loss: 6.573812 | lrm: 0.83 | dt: 968ms | tok/sec: 2,115 | mfu: 5.3% | epoch: 1 | remaining: 250s    
step 00124 (30.4%) | loss: 6.560699 | lrm: 0.82 | dt: 966ms | tok/sec: 2,119 | mfu: 5.3% | epoch: 1 | remaining: 249s    
step 00125 (30.7%) | loss: 6.567507 | lrm: 0.82 | dt: 967ms | tok/sec: 2,117 | mfu: 5.3% | epoch: 1 | remaining: 248s    
step 00126 (31.0%) | loss: 6.574579 | lrm: 0.82 | dt: 967ms | tok/sec: 2,118 | mfu: 5.3% | epoch: 1 | remaining: 248s    
step 00127 (31.2%) | loss: 6.557350 | lrm: 0.81 | dt: 966ms | tok/sec: 2,121 | mfu: 5.3% | epoch: 1 | remaining: 247s    
step 00128 (31.5%) | loss: 6.564869 | lrm: 0.81 | dt: 966ms | tok/sec: 2,120 | mfu: 5.3% | epoch: 1 | remaining: 246s    
step 00129 (31.8%) | loss: 6.544613 | lrm: 0.81 | dt: 965ms | tok/sec: 2,122 | mfu: 5.3% | epoch: 1 | remaining: 245s    
step 00130 (32.1%) | loss: 6.531126 | lrm: 0.81 | dt: 966ms | tok/sec: 2,120 | mfu: 5.3% | epoch: 1 | remaining: 244s    
step 00131 (32.3%) | loss: 6.527955 | lrm: 0.80 | dt: 966ms | tok/sec: 2,120 | mfu: 5.3% | epoch: 1 | remaining: 243s    
step 00132 (32.6%) | loss: 6.511000 | lrm: 0.80 | dt: 965ms | tok/sec: 2,122 | mfu: 5.3% | epoch: 1 | remaining: 242s    
step 00133 (32.9%) | loss: 6.495254 | lrm: 0.80 | dt: 965ms | tok/sec: 2,123 | mfu: 5.3% | epoch: 1 | remaining: 241s    
step 00134 (33.1%) | loss: 6.484722 | lrm: 0.79 | dt: 969ms | tok/sec: 2,114 | mfu: 5.3% | epoch: 1 | remaining: 240s    
step 00135 (33.4%) | loss: 6.484131 | lrm: 0.79 | dt: 970ms | tok/sec: 2,112 | mfu: 5.3% | epoch: 1 | remaining: 239s    
step 00136 (33.7%) | loss: 6.497182 | lrm: 0.79 | dt: 991ms | tok/sec: 2,066 | mfu: 5.2% | epoch: 1 | remaining: 238s    
step 00137 (33.9%) | loss: 6.501903 | lrm: 0.78 | dt: 973ms | tok/sec: 2,105 | mfu: 5.3% | epoch: 1 | remaining: 237s    
step 00138 (34.2%) | loss: 6.469932 | lrm: 0.78 | dt: 973ms | tok/sec: 2,105 | mfu: 5.3% | epoch: 1 | remaining: 236s    
step 00139 (34.5%) | loss: 6.481027 | lrm: 0.78 | dt: 974ms | tok/sec: 2,102 | mfu: 5.3% | epoch: 1 | remaining: 235s    
step 00140 (34.8%) | loss: 6.458243 | lrm: 0.77 | dt: 972ms | tok/sec: 2,105 | mfu: 5.3% | epoch: 1 | remaining: 234s    
step 00141 (35.0%) | loss: 6.459594 | lrm: 0.77 | dt: 998ms | tok/sec: 2,052 | mfu: 5.2% | epoch: 1 | remaining: 233s    
step 00142 (35.3%) | loss: 6.456637 | lrm: 0.77 | dt: 975ms | tok/sec: 2,100 | mfu: 5.3% | epoch: 1 | remaining: 232s    
step 00143 (35.6%) | loss: 6.443986 | lrm: 0.77 | dt: 987ms | tok/sec: 2,075 | mfu: 5.2% | epoch: 1 | remaining: 231s    
step 00144 (35.8%) | loss: 6.437450 | lrm: 0.76 | dt: 989ms | tok/sec: 2,071 | mfu: 5.2% | epoch: 1 | remaining: 230s    
step 00145 (36.1%) | loss: 6.451706 | lrm: 0.76 | dt: 985ms | tok/sec: 2,079 | mfu: 5.2% | epoch: 1 | remaining: 229s    
step 00146 (36.4%) | loss: 6.454481 | lrm: 0.76 | dt: 986ms | tok/sec: 2,077 | mfu: 5.2% | epoch: 1 | remaining: 228s    
step 00147 (36.7%) | loss: 6.449872 | lrm: 0.75 | dt: 986ms | tok/sec: 2,077 | mfu: 5.2% | epoch: 1 | remaining: 227s    
step 00148 (36.9%) | loss: 6.434134 | lrm: 0.75 | dt: 1008ms | tok/sec: 2,032 | mfu: 5.1% | epoch: 1 | remaining: 226s    
step 00149 (37.2%) | loss: 6.426879 | lrm: 0.74 | dt: 986ms | tok/sec: 2,077 | mfu: 5.2% | epoch: 1 | remaining: 225s    
step 00150 (37.5%) | loss: 6.412631 | lrm: 0.74 | dt: 986ms | tok/sec: 2,076 | mfu: 5.2% | epoch: 1 | remaining: 224s    
