warning: `VIRTUAL_ENV=d:\Revi\Research Projects\.venv` does not match the project environment path `.venv` and will be ignored
Vocab size: 8,192
Model config: {'sequence_len': 256, 'vocab_size': 8192, 'n_layer': 3, 'n_head': 3, 'n_kv_head': 1, 'n_embd': 192, 'window_pattern': 'L'}
Parameter counts:
  wte                     : 1,572,864
  value_embeds            : 0
  lm_head                 : 1,572,864
  transformer_matrices    : 294,912
  scalars                 : 6
  total                   : 3,440,646
Estimated FLOPs per token: 1.297613e+07
Scaling AdamW LRs by 1/sqrt(192/768) = 1.000000
Time budget: 360s (extended from 300s for current hardware)
Gradient accumulation steps: 1

step 00000 (0.0%) | loss: 9.010477 | lrm: 0.00 | dt: 4854ms | tok/sec: 421 | mfu: 0.1% | epoch: 1 | remaining: 360s    
step 00001 (0.0%) | loss: 9.010453 | lrm: 0.00 | dt: 109ms | tok/sec: 18,713 | mfu: 5.3% | epoch: 1 | remaining: 360s    
step 00002 (0.0%) | loss: 9.010479 | lrm: 0.00 | dt: 110ms | tok/sec: 18,687 | mfu: 5.3% | epoch: 1 | remaining: 360s    
step 00003 (0.0%) | loss: 9.010546 | lrm: 0.00 | dt: 90ms | tok/sec: 22,643 | mfu: 6.4% | epoch: 1 | remaining: 360s    
step 00004 (0.0%) | loss: 9.010525 | lrm: 0.00 | dt: 87ms | tok/sec: 23,484 | mfu: 6.6% | epoch: 1 | remaining: 360s    
step 00005 (0.0%) | loss: 9.010531 | lrm: 0.00 | dt: 87ms | tok/sec: 23,542 | mfu: 6.6% | epoch: 1 | remaining: 360s    
step 00006 (0.0%) | loss: 9.010643 | lrm: 0.00 | dt: 86ms | tok/sec: 23,920 | mfu: 6.7% | epoch: 1 | remaining: 360s    
step 00007 (0.0%) | loss: 9.010720 | lrm: 0.00 | dt: 86ms | tok/sec: 23,929 | mfu: 6.8% | epoch: 1 | remaining: 360s    
step 00008 (0.0%) | loss: 9.010694 | lrm: 0.00 | dt: 97ms | tok/sec: 21,096 | mfu: 6.0% | epoch: 1 | remaining: 360s    
step 00009 (0.0%) | loss: 9.010657 | lrm: 0.00 | dt: 90ms | tok/sec: 22,865 | mfu: 6.5% | epoch: 1 | remaining: 360s    
step 00010 (0.0%) | loss: 9.010726 | lrm: 0.00 | dt: 88ms | tok/sec: 23,244 | mfu: 6.6% | epoch: 1 | remaining: 360s    
step 00011 (0.0%) | loss: 9.010721 | lrm: 0.00 | dt: 90ms | tok/sec: 22,754 | mfu: 6.4% | epoch: 1 | remaining: 360s    
step 00012 (0.0%) | loss: 9.010722 | lrm: 0.05 | dt: 93ms | tok/sec: 21,941 | mfu: 6.2% | epoch: 1 | remaining: 360s    
step 00013 (0.1%) | loss: 9.010017 | lrm: 0.10 | dt: 89ms | tok/sec: 22,954 | mfu: 6.5% | epoch: 1 | remaining: 360s    
step 00014 (0.1%) | loss: 9.008094 | lrm: 0.15 | dt: 89ms | tok/sec: 23,064 | mfu: 6.5% | epoch: 1 | remaining: 360s    
step 00035 (0.6%) | loss: 7.777146 | lrm: 1.00 | dt: 89ms | tok/sec: 22,991 | mfu: 6.5% | epoch: 1 | remaining: 358s    
step 00036 (0.6%) | loss: 7.739561 | lrm: 1.00 | dt: 91ms | tok/sec: 22,498 | mfu: 6.3% | epoch: 1 | remaining: 358s    
step 00037 (0.6%) | loss: 7.673320 | lrm: 1.00 | dt: 88ms | tok/sec: 23,262 | mfu: 6.6% | epoch: 1 | remaining: 358s    
step 00038 (0.7%) | loss: 7.628271 | lrm: 1.00 | dt: 89ms | tok/sec: 23,013 | mfu: 6.5% | epoch: 1 | remaining: 358s    
step 00039 (0.7%) | loss: 7.571642 | lrm: 1.00 | dt: 88ms | tok/sec: 23,233 | mfu: 6.6% | epoch: 1 | remaining: 357s    
step 00040 (0.7%) | loss: 7.528057 | lrm: 1.00 | dt: 86ms | tok/sec: 23,769 | mfu: 6.7% | epoch: 1 | remaining: 357s    
step 00041 (0.7%) | loss: 7.486495 | lrm: 1.00 | dt: 92ms | tok/sec: 22,164 | mfu: 6.3% | epoch: 1 | remaining: 357s    
step 00042 (0.8%) | loss: 7.445762 | lrm: 1.00 | dt: 87ms | tok/sec: 23,572 | mfu: 6.6% | epoch: 1 | remaining: 357s    
step 00043 (0.8%) | loss: 7.389546 | lrm: 1.00 | dt: 89ms | tok/sec: 22,927 | mfu: 6.5% | epoch: 1 | remaining: 357s    
step 00044 (0.8%) | loss: 7.349233 | lrm: 1.00 | dt: 90ms | tok/sec: 22,838 | mfu: 6.4% | epoch: 1 | remaining: 357s    
step 00045 (0.8%) | loss: 7.293970 | lrm: 1.00 | dt: 88ms | tok/sec: 23,194 | mfu: 6.5% | epoch: 1 | remaining: 357s    
step 00046 (0.9%) | loss: 7.274512 | lrm: 1.00 | dt: 88ms | tok/sec: 23,169 | mfu: 6.5% | epoch: 1 | remaining: 357s    
step 00047 (0.9%) | loss: 7.226626 | lrm: 1.00 | dt: 89ms | tok/sec: 23,007 | mfu: 6.5% | epoch: 1 | remaining: 357s    
step 00048 (0.9%) | loss: 7.193199 | lrm: 1.00 | dt: 88ms | tok/sec: 23,304 | mfu: 6.6% | epoch: 1 | remaining: 357s    
step 00049 (0.9%) | loss: 7.144715 | lrm: 1.00 | dt: 88ms | tok/sec: 23,329 | mfu: 6.6% | epoch: 1 | remaining: 357s    
step 00050 (1.0%) | loss: 7.142586 | lrm: 1.00 | dt: 90ms | tok/sec: 22,633 | mfu: 6.4% | epoch: 1 | remaining: 356s    
step 00051 (1.0%) | loss: 7.113189 | lrm: 1.00 | dt: 88ms | tok/sec: 23,246 | mfu: 6.6% | epoch: 1 | remaining: 356s    
step 00052 (1.0%) | loss: 7.075651 | lrm: 1.00 | dt: 89ms | tok/sec: 22,993 | mfu: 6.5% | epoch: 1 | remaining: 356s    
step 00053 (1.0%) | loss: 7.040008 | lrm: 1.00 | dt: 87ms | tok/sec: 23,672 | mfu: 6.7% | epoch: 1 | remaining: 356s    
step 00054 (1.1%) | loss: 6.989201 | lrm: 1.00 | dt: 92ms | tok/sec: 22,167 | mfu: 6.3% | epoch: 1 | remaining: 356s    
step 00055 (1.1%) | loss: 6.980268 | lrm: 1.00 | dt: 89ms | tok/sec: 22,990 | mfu: 6.5% | epoch: 1 | remaining: 356s    
step 00056 (1.1%) | loss: 6.962168 | lrm: 1.00 | dt: 90ms | tok/sec: 22,787 | mfu: 6.4% | epoch: 1 | remaining: 356s    
step 00057 (1.1%) | loss: 6.951608 | lrm: 1.00 | dt: 89ms | tok/sec: 22,920 | mfu: 6.5% | epoch: 1 | remaining: 356s    
step 00058 (1.2%) | loss: 6.913250 | lrm: 1.00 | dt: 89ms | tok/sec: 23,109 | mfu: 6.5% | epoch: 1 | remaining: 356s    
step 00059 (1.2%) | loss: 6.897721 | lrm: 1.00 | dt: 89ms | tok/sec: 22,975 | mfu: 6.5% | epoch: 1 | remaining: 356s    
step 00060 (1.2%) | loss: 6.887562 | lrm: 1.00 | dt: 89ms | tok/sec: 22,895 | mfu: 6.5% | epoch: 1 | remaining: 356s    
step 00061 (1.2%) | loss: 6.861313 | lrm: 1.00 | dt: 88ms | tok/sec: 23,180 | mfu: 6.5% | epoch: 1 | remaining: 355s    
step 00062 (1.3%) | loss: 6.831301 | lrm: 1.00 | dt: 88ms | tok/sec: 23,222 | mfu: 6.6% | epoch: 1 | remaining: 355s    
step 00063 (1.3%) | loss: 6.802722 | lrm: 1.00 | dt: 89ms | tok/sec: 22,929 | mfu: 6.5% | epoch: 1 | remaining: 355s    
step 00064 (1.3%) | loss: 6.793379 | lrm: 1.00 | dt: 92ms | tok/sec: 22,267 | mfu: 6.3% | epoch: 1 | remaining: 355s    
step 00065 (1.3%) | loss: 6.778423 | lrm: 1.00 | dt: 87ms | tok/sec: 23,477 | mfu: 6.6% | epoch: 1 | remaining: 355s    
step 00066 (1.4%) | loss: 6.740118 | lrm: 1.00 | dt: 91ms | tok/sec: 22,616 | mfu: 6.4% | epoch: 1 | remaining: 355s    
step 00067 (1.4%) | loss: 6.729919 | lrm: 1.00 | dt: 87ms | tok/sec: 23,459 | mfu: 6.6% | epoch: 1 | remaining: 355s    
step 00068 (1.4%) | loss: 6.714187 | lrm: 1.00 | dt: 86ms | tok/sec: 23,822 | mfu: 6.7% | epoch: 1 | remaining: 355s    
step 00069 (1.4%) | loss: 6.713729 | lrm: 1.00 | dt: 85ms | tok/sec: 24,182 | mfu: 6.8% | epoch: 1 | remaining: 355s    
step 00070 (1.5%) | loss: 6.694688 | lrm: 1.00 | dt: 88ms | tok/sec: 23,280 | mfu: 6.6% | epoch: 1 | remaining: 355s    
step 00071 (1.5%) | loss: 6.673693 | lrm: 1.00 | dt: 86ms | tok/sec: 23,921 | mfu: 6.7% | epoch: 1 | remaining: 355s    
step 00072 (1.5%) | loss: 6.647539 | lrm: 1.00 | dt: 86ms | tok/sec: 23,677 | mfu: 6.7% | epoch: 1 | remaining: 355s    
step 00073 (1.5%) | loss: 6.635869 | lrm: 1.00 | dt: 86ms | tok/sec: 23,744 | mfu: 6.7% | epoch: 1 | remaining: 354s    
step 00074 (1.5%) | loss: 6.621668 | lrm: 1.00 | dt: 87ms | tok/sec: 23,591 | mfu: 6.7% | epoch: 1 | remaining: 354s    
step 00075 (1.6%) | loss: 6.617199 | lrm: 1.00 | dt: 86ms | tok/sec: 23,725 | mfu: 6.7% | epoch: 1 | remaining: 354s    
step 00076 (1.6%) | loss: 6.613869 | lrm: 1.00 | dt: 89ms | tok/sec: 23,057 | mfu: 6.5% | epoch: 1 | remaining: 354s    
step 00077 (1.6%) | loss: 6.596779 | lrm: 1.00 | dt: 89ms | tok/sec: 23,059 | mfu: 6.5% | epoch: 1 | remaining: 354s    
step 00078 (1.6%) | loss: 6.596989 | lrm: 1.00 | dt: 93ms | tok/sec: 21,915 | mfu: 6.2% | epoch: 1 | remaining: 354s    
step 00079 (1.7%) | loss: 6.597451 | lrm: 1.00 | dt: 89ms | tok/sec: 23,130 | mfu: 6.5% | epoch: 1 | remaining: 354s    
step 00080 (1.7%) | loss: 6.581921 | lrm: 1.00 | dt: 90ms | tok/sec: 22,858 | mfu: 6.4% | epoch: 1 | remaining: 354s    
step 00081 (1.7%) | loss: 6.579175 | lrm: 1.00 | dt: 92ms | tok/sec: 22,360 | mfu: 6.3% | epoch: 1 | remaining: 354s    
step 00082 (1.7%) | loss: 6.572488 | lrm: 1.00 | dt: 92ms | tok/sec: 22,370 | mfu: 6.3% | epoch: 1 | remaining: 354s    
step 00083 (1.8%) | loss: 6.577281 | lrm: 1.00 | dt: 89ms | tok/sec: 22,961 | mfu: 6.5% | epoch: 1 | remaining: 354s    
step 00084 (1.8%) | loss: 6.568791 | lrm: 1.00 | dt: 92ms | tok/sec: 22,234 | mfu: 6.3% | epoch: 1 | remaining: 353s    
step 00085 (1.8%) | loss: 6.555581 | lrm: 1.00 | dt: 91ms | tok/sec: 22,428 | mfu: 6.3% | epoch: 1 | remaining: 353s    
step 00086 (1.8%) | loss: 6.537974 | lrm: 1.00 | dt: 90ms | tok/sec: 22,710 | mfu: 6.4% | epoch: 1 | remaining: 353s    
step 00087 (1.9%) | loss: 6.533983 | lrm: 1.00 | dt: 92ms | tok/sec: 22,175 | mfu: 6.3% | epoch: 1 | remaining: 353s    
step 00088 (1.9%) | loss: 6.524198 | lrm: 1.00 | dt: 91ms | tok/sec: 22,397 | mfu: 6.3% | epoch: 1 | remaining: 353s    
step 00089 (1.9%) | loss: 6.519447 | lrm: 1.00 | dt: 89ms | tok/sec: 23,063 | mfu: 6.5% | epoch: 1 | remaining: 353s    
step 00090 (1.9%) | loss: 6.508514 | lrm: 1.00 | dt: 94ms | tok/sec: 21,898 | mfu: 6.2% | epoch: 1 | remaining: 353s    
step 00091 (2.0%) | loss: 6.489864 | lrm: 1.00 | dt: 90ms | tok/sec: 22,856 | mfu: 6.4% | epoch: 1 | remaining: 353s    
step 00092 (2.0%) | loss: 6.494372 | lrm: 1.00 | dt: 90ms | tok/sec: 22,809 | mfu: 6.4% | epoch: 1 | remaining: 353s    
step 00093 (2.0%) | loss: 6.484509 | lrm: 1.00 | dt: 86ms | tok/sec: 23,746 | mfu: 6.7% | epoch: 1 | remaining: 353s    
step 00094 (2.0%) | loss: 6.463717 | lrm: 1.00 | dt: 87ms | tok/sec: 23,566 | mfu: 6.6% | epoch: 1 | remaining: 353s    
step 00095 (2.1%) | loss: 6.472762 | lrm: 1.00 | dt: 86ms | tok/sec: 23,714 | mfu: 6.7% | epoch: 1 | remaining: 352s    
step 00096 (2.1%) | loss: 6.472295 | lrm: 1.00 | dt: 86ms | tok/sec: 23,771 | mfu: 6.7% | epoch: 1 | remaining: 352s    
step 00097 (2.1%) | loss: 6.457403 | lrm: 1.00 | dt: 86ms | tok/sec: 23,835 | mfu: 6.7% | epoch: 1 | remaining: 352s    
step 00098 (2.1%) | loss: 6.474123 | lrm: 1.00 | dt: 87ms | tok/sec: 23,616 | mfu: 6.7% | epoch: 1 | remaining: 352s    
step 00099 (2.2%) | loss: 6.455157 | lrm: 1.00 | dt: 90ms | tok/sec: 22,731 | mfu: 6.4% | epoch: 1 | remaining: 352s    
step 00100 (2.2%) | loss: 6.452945 | lrm: 1.00 | dt: 82ms | tok/sec: 24,870 | mfu: 7.0% | epoch: 1 | remaining: 352s    
step 00101 (2.2%) | loss: 6.433547 | lrm: 1.00 | dt: 93ms | tok/sec: 22,049 | mfu: 6.2% | epoch: 1 | remaining: 352s    
step 00102 (2.2%) | loss: 6.423459 | lrm: 1.00 | dt: 89ms | tok/sec: 22,976 | mfu: 6.5% | epoch: 1 | remaining: 352s    
step 00103 (2.3%) | loss: 6.428907 | lrm: 1.00 | dt: 88ms | tok/sec: 23,158 | mfu: 6.5% | epoch: 1 | remaining: 352s    
step 00104 (2.3%) | loss: 6.412578 | lrm: 1.00 | dt: 88ms | tok/sec: 23,198 | mfu: 6.5% | epoch: 1 | remaining: 352s    
step 00105 (2.3%) | loss: 6.393300 | lrm: 1.00 | dt: 89ms | tok/sec: 23,133 | mfu: 6.5% | epoch: 1 | remaining: 352s    
step 00106 (2.3%) | loss: 6.381677 | lrm: 1.00 | dt: 89ms | tok/sec: 23,068 | mfu: 6.5% | epoch: 1 | remaining: 351s    
step 00107 (2.4%) | loss: 6.385900 | lrm: 1.00 | dt: 89ms | tok/sec: 23,072 | mfu: 6.5% | epoch: 1 | remaining: 351s    
step 00108 (2.4%) | loss: 6.389091 | lrm: 1.00 | dt: 89ms | tok/sec: 22,947 | mfu: 6.5% | epoch: 1 | remaining: 351s    
step 00109 (2.4%) | loss: 6.367981 | lrm: 1.00 | dt: 89ms | tok/sec: 22,925 | mfu: 6.5% | epoch: 1 | remaining: 351s    
step 00110 (2.4%) | loss: 6.339790 | lrm: 1.00 | dt: 89ms | tok/sec: 23,081 | mfu: 6.5% | epoch: 1 | remaining: 351s    
step 00111 (2.5%) | loss: 6.338585 | lrm: 1.00 | dt: 88ms | tok/sec: 23,207 | mfu: 6.5% | epoch: 1 | remaining: 351s    
step 00112 (2.5%) | loss: 6.317515 | lrm: 1.00 | dt: 90ms | tok/sec: 22,711 | mfu: 6.4% | epoch: 1 | remaining: 351s    
step 00113 (2.5%) | loss: 6.312403 | lrm: 1.00 | dt: 91ms | tok/sec: 22,617 | mfu: 6.4% | epoch: 1 | remaining: 351s    
step 00114 (2.5%) | loss: 6.305108 | lrm: 1.00 | dt: 90ms | tok/sec: 22,807 | mfu: 6.4% | epoch: 1 | remaining: 351s    
step 00115 (2.6%) | loss: 6.278008 | lrm: 1.00 | dt: 93ms | tok/sec: 22,063 | mfu: 6.2% | epoch: 1 | remaining: 351s    
step 00116 (2.6%) | loss: 6.281742 | lrm: 1.00 | dt: 91ms | tok/sec: 22,561 | mfu: 6.4% | epoch: 1 | remaining: 351s    
step 00117 (2.6%) | loss: 6.295757 | lrm: 1.00 | dt: 90ms | tok/sec: 22,669 | mfu: 6.4% | epoch: 1 | remaining: 350s    
step 00118 (2.6%) | loss: 6.314051 | lrm: 1.00 | dt: 85ms | tok/sec: 23,977 | mfu: 6.8% | epoch: 1 | remaining: 350s    
step 00119 (2.7%) | loss: 6.326524 | lrm: 1.00 | dt: 85ms | tok/sec: 24,115 | mfu: 6.8% | epoch: 1 | remaining: 350s    
step 00120 (2.7%) | loss: 6.330726 | lrm: 1.00 | dt: 87ms | tok/sec: 23,406 | mfu: 6.6% | epoch: 1 | remaining: 350s    
step 00121 (2.7%) | loss: 6.305242 | lrm: 1.00 | dt: 87ms | tok/sec: 23,588 | mfu: 6.7% | epoch: 1 | remaining: 350s    
step 00122 (2.7%) | loss: 6.327855 | lrm: 1.00 | dt: 86ms | tok/sec: 23,683 | mfu: 6.7% | epoch: 1 | remaining: 350s    
step 00123 (2.8%) | loss: 6.320647 | lrm: 1.00 | dt: 86ms | tok/sec: 23,800 | mfu: 6.7% | epoch: 1 | remaining: 350s    
step 00124 (2.8%) | loss: 6.315028 | lrm: 1.00 | dt: 86ms | tok/sec: 23,775 | mfu: 6.7% | epoch: 1 | remaining: 350s    
step 00125 (2.8%) | loss: 6.332544 | lrm: 1.00 | dt: 86ms | tok/sec: 23,799 | mfu: 6.7% | epoch: 1 | remaining: 350s    
step 00126 (2.8%) | loss: 6.333960 | lrm: 1.00 | dt: 86ms | tok/sec: 23,794 | mfu: 6.7% | epoch: 1 | remaining: 350s    
step 00127 (2.9%) | loss: 6.320467 | lrm: 1.00 | dt: 86ms | tok/sec: 23,807 | mfu: 6.7% | epoch: 1 | remaining: 350s    
step 00128 (2.9%) | loss: 6.326593 | lrm: 1.00 | dt: 93ms | tok/sec: 22,104 | mfu: 6.2% | epoch: 1 | remaining: 350s    
step 00129 (2.9%) | loss: 6.312570 | lrm: 1.00 | dt: 89ms | tok/sec: 23,128 | mfu: 6.5% | epoch: 1 | remaining: 349s    
step 00130 (2.9%) | loss: 6.306354 | lrm: 1.00 | dt: 89ms | tok/sec: 23,062 | mfu: 6.5% | epoch: 1 | remaining: 349s    
step 00131 (3.0%) | loss: 6.314177 | lrm: 1.00 | dt: 88ms | tok/sec: 23,184 | mfu: 6.5% | epoch: 1 | remaining: 349s    
step 00132 (3.0%) | loss: 6.302197 | lrm: 1.00 | dt: 88ms | tok/sec: 23,275 | mfu: 6.6% | epoch: 1 | remaining: 349s    
step 00133 (3.0%) | loss: 6.287925 | lrm: 1.00 | dt: 86ms | tok/sec: 23,875 | mfu: 6.7% | epoch: 1 | remaining: 349s    
step 00134 (3.0%) | loss: 6.285517 | lrm: 1.00 | dt: 92ms | tok/sec: 22,186 | mfu: 6.3% | epoch: 1 | remaining: 349s    
step 00135 (3.1%) | loss: 6.285418 | lrm: 1.00 | dt: 89ms | tok/sec: 23,013 | mfu: 6.5% | epoch: 1 | remaining: 349s    
step 00136 (3.1%) | loss: 6.301114 | lrm: 1.00 | dt: 87ms | tok/sec: 23,423 | mfu: 6.6% | epoch: 1 | remaining: 349s    
step 00137 (3.1%) | loss: 6.303238 | lrm: 1.00 | dt: 90ms | tok/sec: 22,666 | mfu: 6.4% | epoch: 1 | remaining: 349s    
step 00138 (3.1%) | loss: 6.273357 | lrm: 1.00 | dt: 89ms | tok/sec: 23,022 | mfu: 6.5% | epoch: 1 | remaining: 349s    
step 00139 (3.2%) | loss: 6.287827 | lrm: 1.00 | dt: 90ms | tok/sec: 22,750 | mfu: 6.4% | epoch: 1 | remaining: 349s    
step 00140 (3.2%) | loss: 6.269253 | lrm: 1.00 | dt: 91ms | tok/sec: 22,438 | mfu: 6.3% | epoch: 1 | remaining: 348s    
step 00141 (3.2%) | loss: 6.270383 | lrm: 1.00 | dt: 93ms | tok/sec: 21,954 | mfu: 6.2% | epoch: 1 | remaining: 348s    
step 00142 (3.2%) | loss: 6.269406 | lrm: 1.00 | dt: 91ms | tok/sec: 22,429 | mfu: 6.3% | epoch: 1 | remaining: 348s    
step 00143 (3.3%) | loss: 6.251735 | lrm: 1.00 | dt: 88ms | tok/sec: 23,141 | mfu: 6.5% | epoch: 1 | remaining: 348s    
step 00144 (3.3%) | loss: 6.236339 | lrm: 1.00 | dt: 86ms | tok/sec: 23,901 | mfu: 6.7% | epoch: 1 | remaining: 348s    
step 00145 (3.3%) | loss: 6.249834 | lrm: 1.00 | dt: 84ms | tok/sec: 24,522 | mfu: 6.9% | epoch: 1 | remaining: 348s    
step 00146 (3.3%) | loss: 6.247929 | lrm: 1.00 | dt: 89ms | tok/sec: 23,028 | mfu: 6.5% | epoch: 1 | remaining: 348s    
step 00147 (3.3%) | loss: 6.245618 | lrm: 1.00 | dt: 87ms | tok/sec: 23,480 | mfu: 6.6% | epoch: 1 | remaining: 348s    
step 00148 (3.4%) | loss: 6.231158 | lrm: 1.00 | dt: 88ms | tok/sec: 23,142 | mfu: 6.5% | epoch: 1 | remaining: 348s    
step 00149 (3.4%) | loss: 6.232167 | lrm: 1.00 | dt: 86ms | tok/sec: 23,755 | mfu: 6.7% | epoch: 1 | remaining: 348s    
step 00150 (3.4%) | loss: 6.224802 | lrm: 1.00 | dt: 87ms | tok/sec: 23,675 | mfu: 6.7% | epoch: 1 | remaining: 348s    
step 00151 (3.4%) | loss: 6.220242 | lrm: 1.00 | dt: 86ms | tok/sec: 23,836 | mfu: 6.7% | epoch: 1 | remaining: 348s    
step 00152 (3.5%) | loss: 6.201024 | lrm: 1.00 | dt: 88ms | tok/sec: 23,158 | mfu: 6.5% | epoch: 1 | remaining: 347s    
step 00153 (3.5%) | loss: 6.192741 | lrm: 1.00 | dt: 89ms | tok/sec: 22,957 | mfu: 6.5% | epoch: 1 | remaining: 347s    
